"SEQ";"Country";"Continent";"Time";"fim2";"fim3";"prn_allele";"ptxA";"ptxP"
"ERR6044273|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044274|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044275|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044276|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044277|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044278|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044279|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044280|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044281|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044282|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044283|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044284|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044285|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044286|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044287|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044288|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044289|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044290|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044291|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044292|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044293|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044294|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044295|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044296|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044297|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044298|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-3";"Others";"ptxA1";"ptxP3"
"ERR6044299|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044300|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044301|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044302|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"Others"
"ERR6044303|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-3";"Others";"ptxA1";"ptxP3"
"ERR6044304|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044305|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044306|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"Others";"Others";"ptxA1";"ptxP3"
"ERR6044307|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044308|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044309|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044310|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044311|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044312|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044313|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044314|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044315|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044316|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044317|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044318|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044319|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044320|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044321|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044322|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044323|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044325|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044326|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044327|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044328|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044329|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044330|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"Others";"ptxP3"
"ERR6044331|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044332|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044333|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044334|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044335|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044336|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044337|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044338|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044339|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044340|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044341|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044342|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044343|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044344|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044345|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044346|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044347|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044348|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044349|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044350|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044351|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044352|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044353|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044354|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044355|2010|France|Europe";"France";"Europe";"2010";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044356|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044357|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044358|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"Others"
"ERR6044359|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044360|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044361|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044362|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044363|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044364|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044365|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044366|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044367|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044368|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044369|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044370|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044371|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044372|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044373|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044374|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044375|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044376|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044377|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044378|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044379|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044380|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"Others";"ptxP3"
"ERR6044381|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044382|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044383|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044384|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044385|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044386|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044387|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044388|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044389|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044390|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"ERR6044391|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044392|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044393|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044394|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044395|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044396|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"Others";"ptxP3"
"ERR6044397|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044398|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044399|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044400|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044401|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044402|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044403|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044404|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044405|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044406|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044407|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044408|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044409|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044410|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"Others";"ptxP3"
"ERR6044411|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044412|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044413|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044414|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044415|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044416|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044417|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044418|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044419|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044420|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044421|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044422|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044423|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044504|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044505|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044506|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044507|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"Others"
"ERR6044508|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"Others"
"ERR6044509|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044510|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044511|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044512|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044513|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044514|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044515|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044516|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044517|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044518|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044519|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044520|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044521|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044522|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044523|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044524|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044525|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044526|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044527|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044528|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044529|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044530|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044531|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044532|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044533|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044534|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044535|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044536|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044537|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044538|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044539|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044540|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044541|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044542|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044543|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044544|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044545|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044546|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044547|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044548|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044549|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044550|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044551|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044600|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044601|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044602|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044603|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044604|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044605|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044606|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044607|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044608|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044609|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044610|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044611|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044612|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044613|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044614|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044615|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044616|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044617|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044618|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044619|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044620|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044621|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044622|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044623|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044624|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044625|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044626|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
