"","seqnames","start","end","width","strand","type","gene","locus_tag","old_locus_tag","loctype","pseudo","gene_synonym","gene_id","product"
"2165","Tohama I",1799583,1800776,1194,"+","gene","bioF","BP_RS10815",BP2164,"normal",FALSE,NA,"BP_RS10815","8-amino-7-oxononanoate synthase"
"2166","Tohama I",1798205,1799479,1275,"-","gene",NA,"BP_RS10820",BP2165,"normal",FALSE,NA,"BP_RS10820","adenosylmethionine--8-amino-7-oxononanoatetransaminase"
"2167","Tohama I",1797258,1798208,951,"+","gene",NA,"BP_RS10825",BP2166,"normal",FALSE,NA,"BP_RS10825","IS481-like element IS481 family transposase"
"2168","Tohama I",1796117,1797091,975,"-","gene",NA,"BP_RS10830",BP2167,"normal",FALSE,NA,"BP_RS10830","membrane protein"
"2169","Tohama I",1795977,1796120,144,"-","gene","ccoS","BP_RS10835",BP2168,"normal",FALSE,NA,"BP_RS10835","cbb3-type cytochrome oxidase assembly proteinCcoS"
"2170","Tohama I",1794366,1795852,1487,"-","gene","ccoN","BP_RS10840",BP2169,"normal",TRUE,NA,"BP_RS10840","cytochrome-c oxidase, cbb3-type subunit I"
"2171","Tohama I",1793693,1794355,663,"-","gene","ccoO","BP_RS10845",BP2170,"normal",FALSE,NA,"BP_RS10845","cytochrome-c oxidase, cbb3-type subunit II"
"2172","Tohama I",1793514,1793690,177,"-","gene",NA,"BP_RS10850",BP2171,"normal",FALSE,NA,"BP_RS10850","cytochrome oxidase"
"2173","Tohama I",1792579,1793517,939,"-","gene","ccoP","BP_RS10855",BP2172,"normal",FALSE,NA,"BP_RS10855","cytochrome-c oxidase, cbb3-type subunit III"
"2174","Tohama I",1790997,1792487,1491,"-","gene","ccoG","BP_RS10860",BP2173,"normal",FALSE,NA,"BP_RS10860","cytochrome c oxidase accessory protein CcoG"
"2175","Tohama I",1790759,1790911,153,"-","gene",NA,"BP_RS10865",BP2174,"normal",FALSE,NA,"BP_RS10865","lipoprotein"
"2176","Tohama I",1790506,1790745,240,"-","gene",NA,"BP_RS10870",BP2175,"normal",FALSE,NA,"BP_RS10870","membrane protein"
"2177","Tohama I",1789667,1790410,744,"-","gene",NA,"BP_RS10875",BP2176,"normal",FALSE,NA,"BP_RS10875","sulfite exporter TauE/SafE family protein"
"2178","Tohama I",1789134,1789634,501,"-","gene",NA,"BP_RS10880",BP2177,"normal",FALSE,NA,"BP_RS10880","N-acetyltransferase"
"2179","Tohama I",1788112,1789035,924,"-","gene",NA,"BP_RS10885",BP2178,"normal",FALSE,NA,"BP_RS10885","ABC transporter ATP-binding protein"
"2180","Tohama I",1787354,1788115,762,"-","gene",NA,"BP_RS10890",BP2179,"normal",FALSE,NA,"BP_RS10890","ABC transporter permease"
"2181","Tohama I",1786253,1787338,1086,"+","gene",NA,"BP_RS10895",BP2180,"normal",FALSE,NA,"BP_RS10895","AI-2E family transporter"
"2182","Tohama I",1785103,1786053,951,"-","gene",NA,"BP_RS10900",BP2181,"normal",FALSE,NA,"BP_RS10900","IS481-like element IS481 family transposase"
"2183","Tohama I",1784730,1785143,414,"+","gene",NA,"BP_RS10905",BP2182,"normal",FALSE,NA,"BP_RS10905","transcriptional regulator"
"2184","Tohama I",1784146,1784445,300,"-","gene",NA,"BP_RS10910",BP2183,"normal",FALSE,NA,"BP_RS10910","hypothetical protein"
"2185","Tohama I",1783746,1783824,79,"+","gene",NA,"BP_RS10915",BPt29,"normal",FALSE,NA,"BP_RS10915",NA
"2186","Tohama I",1781454,1783736,2283,"+","gene","rpoD","BP_RS10920",BP2184,"normal",FALSE,NA,"BP_RS10920","RNA polymerase sigma factor RpoD"
"2187","Tohama I",1780794,1780988,195,"-","gene",NA,"BP_RS10925",NA,"normal",FALSE,NA,"BP_RS10925","hypothetical protein"
"2188","Tohama I",1778738,1780768,2031,"+","gene",NA,"BP_RS10930",BP2185,"normal",FALSE,NA,"BP_RS10930","DNA primase"
"2189","Tohama I",1778506,1778718,213,"+","gene",NA,"BP_RS10935",BP2186,"normal",FALSE,NA,"BP_RS10935","30S ribosomal protein S21"
"2190","Tohama I",1777689,1778228,540,"+","gene",NA,"BP_RS10940",BP2187,"normal",FALSE,NA,"BP_RS10940","phosphoribosyltransferase"
"2191","Tohama I",1776280,1777575,1296,"+","gene",NA,"BP_RS10945",BP2188,"normal",FALSE,NA,"BP_RS10945","adenylosuccinate synthase"
"2192","Tohama I",1775046,1776203,1158,"+","gene",NA,"BP_RS10950",BP2189,"normal",FALSE,NA,"BP_RS10950","ATP phosphoribosyltransferase regulatorysubunit"
"2193","Tohama I",1773963,1774862,900,"+","gene","hflC","BP_RS10955",BP2190,"normal",FALSE,NA,"BP_RS10955","protease modulator HflC"
"2194","Tohama I",1772640,1773944,1305,"+","gene","hflK","BP_RS10960",BP2191,"normal",FALSE,NA,"BP_RS10960","FtsH protease activity modulator HflK"
"2195","Tohama I",1771568,1772674,1107,"+","gene","hflX","BP_RS10965",BP2192,"normal",FALSE,NA,"BP_RS10965","GTPase HflX"
"2196","Tohama I",1771244,1771480,237,"+","gene","hfq","BP_RS10970",BP2193,"normal",FALSE,NA,"BP_RS10970","RNA chaperone Hfq"
"2197","Tohama I",1770035,1771105,1071,"+","gene",NA,"BP_RS10975",BP2194,"normal",FALSE,NA,"BP_RS10975","histidinol-phosphate transaminase"
"2198","Tohama I",1768676,1770031,1356,"+","gene","der","BP_RS10980",BP2195,"normal",FALSE,NA,"BP_RS10980","ribosome biogenesis GTPase Der"
"2199","Tohama I",1767489,1768649,1161,"+","gene","bamB","BP_RS10985",BP2196,"normal",FALSE,NA,"BP_RS10985","outer membrane protein assembly factor BamB"
"2200","Tohama I",1766848,1767486,639,"+","gene",NA,"BP_RS10990",BP2197,"normal",FALSE,NA,"BP_RS10990","tetratricopeptide repeat protein"
"2201","Tohama I",1765560,1766846,1287,"+","gene","hisS","BP_RS10995",BP2198,"normal",FALSE,NA,"BP_RS10995","histidine--tRNA ligase"
"2202","Tohama I",1764206,1765501,1296,"+","gene","ispG","BP_RS11000",BP2199,"normal",FALSE,gcpE,"BP_RS11000","flavodoxin-dependent(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase"
"2203","Tohama I",1763693,1764199,507,"+","gene",NA,"BP_RS11005",BP2200,"normal",FALSE,NA,"BP_RS11005","helix-turn-helix domain-containing protein"
"2204","Tohama I",1762548,1763696,1149,"+","gene","rlmN","BP_RS11010",BP2201,"normal",FALSE,NA,"BP_RS11010","23S rRNA (adenine(2503)-C(2))-methyltransferaseRlmN"
"2205","Tohama I",1762095,1762520,426,"+","gene","ndk","BP_RS11015",BP2202,"normal",FALSE,NA,"BP_RS11015","nucleoside-diphosphate kinase"
"2206","Tohama I",1758890,1761772,2883,"-","gene",NA,"BP_RS11020",BP2203,"normal",FALSE,NA,"BP_RS11020","valine--tRNA ligase"
"2207","Tohama I",1758042,1758797,756,"+","gene",NA,"BP_RS11025",BP2204,"normal",FALSE,NA,"BP_RS11025","MipA/OmpV family protein"
"2208","Tohama I",1757273,1757912,640,"-","gene",NA,"BP_RS11030",BP2205,"normal",TRUE,NA,"BP_RS11030","response regulator transcription factor"
"2209","Tohama I",1755927,1757276,1350,"-","gene",NA,"BP_RS11035",BP2206,"normal",FALSE,NA,"BP_RS11035","two-component sensor histidine kinase"
"2210","Tohama I",1754878,1755828,951,"-","gene",NA,"BP_RS11040",BP2207,"normal",FALSE,NA,"BP_RS11040","IS481-like element IS481 family transposase"
"2211","Tohama I",1752203,1754881,2679,"-","gene",NA,"BP_RS11045",BP2208,"normal",TRUE,NA,"BP_RS11045","error-prone DNA polymerase"
"2212","Tohama I",1750848,1752137,1290,"+","gene",NA,"BP_RS11050",BP2210,"normal",FALSE,NA,"BP_RS11050","D-amino acid dehydrogenase"
"2213","Tohama I",1750292,1750729,438,"+","gene",NA,"BP_RS11055",BP2211,"normal",FALSE,NA,"BP_RS11055","Rrf2 family transcriptional regulator"
"2214","Tohama I",1749040,1750248,1209,"+","gene","hmpA","BP_RS11060",BP2212,"normal",FALSE,NA,"BP_RS11060","NO-inducible flavohemoprotein"
"2215","Tohama I",1748429,1748893,465,"-","gene",NA,"BP_RS11065",BP2213,"normal",FALSE,NA,"BP_RS11065","GatB/YqeY domain-containing protein"
"2216","Tohama I",1747455,1748405,951,"+","gene",NA,"BP_RS11070",BP2214,"normal",FALSE,NA,"BP_RS11070","IS481-like element IS481 family transposase"
"2217","Tohama I",1746796,1747356,561,"+","gene","ectA","BP_RS11075",BP2215,"normal",FALSE,NA,"BP_RS11075","diaminobutyrate acetyltransferase"
"2218","Tohama I",1746254,1746799,546,"+","gene",NA,"BP_RS11080",BP2216,"normal",FALSE,NA,"BP_RS11080","winged helix-turn-helix transcriptionalregulator"
"2219","Tohama I",1745030,1746058,1029,"-","gene",NA,"BP_RS11085",BP2217,"normal",FALSE,NA,"BP_RS11085","MurR/RpiR family transcriptional regulator"
"2220","Tohama I",1743649,1744989,1341,"-","gene",NA,"BP_RS11090",BP2218,"normal",FALSE,NA,"BP_RS11090","aspartate aminotransferase family protein"
"2221","Tohama I",1742536,1743540,1005,"-","gene",NA,"BP_RS11095",BP2219,"normal",FALSE,NA,"BP_RS11095","TAXI family TRAP transporter solute-bindingsubunit"
"2222","Tohama I",1739829,1742429,2601,"-","gene",NA,"BP_RS11100",BP2220,"normal",FALSE,NA,"BP_RS11100","TRAP transporter fused permease subunit"
"2223","Tohama I",1738780,1739730,951,"-","gene",NA,"BP_RS11105",BP2221,"normal",FALSE,NA,"BP_RS11105","IS481-like element IS481 family transposase"
"2224","Tohama I",1738511,1738783,273,"+","gene",NA,"BP_RS11110",BP2222,"normal",FALSE,NA,"BP_RS11110","hypothetical protein"
"2225","Tohama I",1735541,1738252,2712,"+","gene","bapA","BP_RS11115",BP2224,"normal",FALSE,NA,"BP_RS11115","autotransporter BapA"
"2226","Tohama I",1735045,1735120,76,"+","gene",NA,"BP_RS11120",BPt30,"normal",FALSE,NA,"BP_RS11120",NA
"2227","Tohama I",1733429,1734886,1458,"-","gene",NA,"BP_RS11125",BP2225,"normal",FALSE,NA,"BP_RS11125","PLDc N-terminal domain-containing protein"
"2228","Tohama I",1733082,1733432,351,"+","gene",NA,"BP_RS11130",BP2226,"normal",FALSE,NA,"BP_RS11130","STAS domain-containing protein"
"2229","Tohama I",1732510,1732938,429,"-","gene",NA,"BP_RS11135",BP2227,"normal",FALSE,NA,"BP_RS11135","ATP-binding protein"
"2230","Tohama I",1731263,1732426,1164,"-","gene","alr","BP_RS11140",BP2228,"normal",FALSE,NA,"BP_RS11140","alanine racemase"
"2231","Tohama I",1728825,1731266,2442,"+","gene",NA,"BP_RS11145",BP2229,"normal",FALSE,NA,"BP_RS11145","MFS transporter"
"2232","Tohama I",1726719,1728740,2022,"-","gene",NA,"BP_RS11150",BP2230,"normal",FALSE,NA,"BP_RS11150","SpoIIE family protein phosphatase"
"2233","Tohama I",1725535,1726722,1188,"-","gene",NA,"BP_RS11155",BP2231,"normal",FALSE,NA,"BP_RS11155","hypothetical protein"
"2234","Tohama I",1724186,1725493,1308,"+","gene",NA,"BP_RS11160",BP2232,"normal",FALSE,NA,"BP_RS11160","hypothetical protein"
"2235","Tohama I",1724007,1724207,201,"+","gene",NA,"BP_RS11165",NA,"normal",FALSE,NA,"BP_RS11165","hypothetical protein"
"2236","Tohama I",1723272,1723970,699,"-","gene","bspR","BP_RS11170",BP2233,"normal",FALSE,NA,"BP_RS11170","type III secretion system regulator BspR"
"2237","Tohama I",1722495,1723097,603,"-","gene",NA,"BP_RS11175",BP2234,"normal",FALSE,NA,"BP_RS11175","RNA polymerase sigma factor"
"2238","Tohama I",1720672,1722474,1803,"+","gene","bscC","BP_RS11180",BP2235,"normal",FALSE,NA,"BP_RS11180","SctC family type III secretion system outermembrane ring subunit BscC"
"2239","Tohama I",1720283,1720681,399,"+","gene","bscW","BP_RS11185",BP2236,"normal",FALSE,NA,"BP_RS11185","type III secretion system protein BscW"
"2240","Tohama I",1719237,1720286,1050,"+","gene","bscU","BP_RS11190",BP2237,"normal",FALSE,NA,"BP_RS11190","SctU family type III secretion system exportapparatus subunit BscU"
"2241","Tohama I",1718440,1719240,801,"+","gene","bscT","BP_RS11195",BP2238,"normal",FALSE,NA,"BP_RS11195","SctT family type III secretion system exportapparatus subunit BscT"
"2242","Tohama I",1718162,1718428,267,"+","gene","bscS","BP_RS11200",BP2239,"normal",FALSE,NA,"BP_RS11200","SctS family type III secretion system exportapparatus subunit BscS"
"2243","Tohama I",1717485,1718156,672,"+","gene","bscR","BP_RS11205",BP2240,"normal",FALSE,NA,"BP_RS11205","SctR family type III secretion system exportapparatus subunit BscR"
"2244","Tohama I",1716409,1717488,1080,"+","gene","bscQ","BP_RS11210",BP2241,"normal",FALSE,NA,"BP_RS11210","SctQ family type III secretion systemcytoplasmic ring protein BscQ"
"2245","Tohama I",1715864,1716412,549,"+","gene","bscP","BP_RS11215",BP2243,"normal",FALSE,NA,"BP_RS11215","type III secretion system protein BscP"
"2246","Tohama I",1715358,1715867,510,"+","gene","bscO","BP_RS11220",BP2244,"normal",FALSE,NA,"BP_RS11220","type III secretion system central stalk proteinBscO"
"2247","Tohama I",1714024,1715358,1335,"+","gene","bscN","BP_RS11225",BP2245,"normal",FALSE,NA,"BP_RS11225","SctN family type III secretion system ATPaseBscN"
"2248","Tohama I",1713381,1714019,639,"+","gene","bscL","BP_RS11230",BP2246,"normal",FALSE,NA,"BP_RS11230","SctL family type III secretion system statorprotein BscL"
"2249","Tohama I",1712749,1713411,663,"+","gene","bscK","BP_RS11235",BP2247,"normal",FALSE,NA,"BP_RS11235","SctK family type III secretion system sortingplatform protein BscK"
"2250","Tohama I",1711932,1712756,825,"+","gene","bscJ","BP_RS11240",BP2248,"normal",FALSE,NA,"BP_RS11240","SctJ family type III secretion inner membranering lipoprotein Bsc"
"2251","Tohama I",1711528,1711935,408,"+","gene","bscI","BP_RS11245",BP2249,"normal",FALSE,NA,"BP_RS11245","SctI family type III secretion system inner rodsubunit BscI"
"2252","Tohama I",1711010,1711531,522,"+","gene","bcr4","BP_RS11250",BP2250,"normal",FALSE,NA,"BP_RS11250","type III secretion system protein Bcr4"
"2253","Tohama I",1710544,1711005,462,"+","gene","bcrH2","BP_RS11255",BP2251,"normal",FALSE,NA,"BP_RS11255","SycD/LcrH family type III secretion systemchaperone BcrH2"
"2254","Tohama I",1709312,1710520,1209,"+","gene","bopB","BP_RS11260",BP2252,"normal",FALSE,NA,"BP_RS11260","type III secretion system translocon subunitBopB"
"2255","Tohama I",1708347,1709288,942,"+","gene","sctB","BP_RS11265",BP2253,"normal",FALSE,NA,"BP_RS11265","type III secretion system translocon subunitSctB"
"2256","Tohama I",1707814,1708299,486,"+","gene","bcrH1","BP_RS11270",BP2254,"normal",FALSE,NA,"BP_RS11270","SycD/LcrH family type III secretion systemchaperone BcrH1"
"2257","Tohama I",1707523,1707798,276,"+","gene",NA,"BP_RS11275",BP2255,"normal",FALSE,NA,"BP_RS11275","hypothetical protein"
"2258","Tohama I",1706884,1707501,618,"+","gene","bsp22","BP_RS11280",BP2256,"normal",FALSE,NA,"BP_RS11280","type III secretion system needle tip complexBsp22"
"2259","Tohama I",1705623,1706720,1098,"-","gene","bopN","BP_RS11285",BP2257,"normal",FALSE,NA,"BP_RS11285","SctW family type III secretion system gatekeepersubunit BopN"
"2260","Tohama I",1705249,1705626,378,"-","gene","sycN","BP_RS11290",BP2258,"normal",FALSE,NA,"BP_RS11290","type III secretion chaperone SycN"
"2261","Tohama I",1704834,1705244,411,"-","gene",NA,"BP_RS11295",BP2259,"normal",FALSE,NA,"BP_RS11295","hypothetical protein"
"2262","Tohama I",1704469,1704837,369,"-","gene",NA,"BP_RS11300",BP2260,"normal",FALSE,NA,"BP_RS11300","hypothetical protein"
"2263","Tohama I",1702373,1704472,2100,"-","gene","bcrD","BP_RS11305",BP2261,"normal",FALSE,NA,"BP_RS11305","SctV family type III secretion system exportapparatus subunit BcrD"
"2264","Tohama I",1701096,1702376,1281,"-","gene","bscD","BP_RS11310",BP2262,"normal",FALSE,NA,"BP_RS11310","SctD family type III secretion system innermembrane ring subunit BscD"
"2265","Tohama I",1700756,1701055,300,"-","gene","bscE","BP_RS11315",BP2263,"normal",FALSE,NA,"BP_RS11315","type III secretion system protein BscE"
"2266","Tohama I",1700500,1700766,267,"-","gene","bscF","BP_RS11320",BP2264,"normal",FALSE,NA,"BP_RS11320","type III secretion system protein BscF"
"2267","Tohama I",1700009,1700464,456,"+","gene",NA,"BP_RS11325",BP2265,"normal",FALSE,NA,"BP_RS11325","CesT family type III secretion system chaperone"
"2268","Tohama I",1698715,1699665,951,"-","gene",NA,"BP_RS11330",BP2266,"normal",FALSE,NA,"BP_RS11330","IS481-like element IS481 family transposase"
"2269","Tohama I",1697937,1698413,477,"+","gene","greA","BP_RS11335",BP2267,"normal",FALSE,NA,"BP_RS11335","transcription elongation factor GreA"
"2270","Tohama I",1695772,1697313,1542,"-","gene",NA,"BP_RS11340",BP2268,"normal",FALSE,NA,"BP_RS11340","HAMP domain-containing protein"
"2271","Tohama I",1694428,1695741,1314,"+","gene",NA,"BP_RS11345",BP2269,"normal",FALSE,NA,"BP_RS11345","pyrimidine permease"
"2272","Tohama I",1693977,1694294,318,"-","gene",NA,"BP_RS11350",NA,"normal",FALSE,NA,"BP_RS11350","hypothetical protein"
"2273","Tohama I",1692554,1693876,1323,"-","gene",NA,"BP_RS11355",BP2271,"normal",FALSE,NA,"BP_RS11355","extracellular solute-binding protein"
"2274","Tohama I",1691607,1692557,951,"+","gene",NA,"BP_RS11360",BP2272,"normal",FALSE,NA,"BP_RS11360","IS481-like element IS481 family transposase"
"2275","Tohama I",1691142,1691510,369,"+","gene",NA,"BP_RS11365",BP2273,"normal",TRUE,NA,"BP_RS11365","FAD-dependent oxidoreductase"
"2276","Tohama I",1690055,1691077,1023,"+","gene",NA,"BP_RS11370",BP2274,"normal",FALSE,NA,"BP_RS11370","putative 2-aminoethylphosphonate ABC transportersubstrate-binding protein"
"2277","Tohama I",1689196,1690026,831,"+","gene",NA,"BP_RS11375",BP2275,"normal",FALSE,NA,"BP_RS11375","phosphonoacetaldehyde hydrolase"
"2278","Tohama I",1687482,1689179,1698,"+","gene",NA,"BP_RS11380",BP2276,"normal",FALSE,NA,"BP_RS11380","putative 2-aminoethylphosphonate ABC transporterpermease subunit"
"2279","Tohama I",1686341,1687417,1077,"+","gene",NA,"BP_RS11385",BP2277,"normal",FALSE,NA,"BP_RS11385","putative 2-aminoethylphosphonate ABC transporterATP-binding protein"
"2280","Tohama I",1685318,1686181,864,"-","gene",NA,"BP_RS11390",BP2278,"normal",FALSE,NA,"BP_RS11390","LysR family transcriptional regulator"
"2281","Tohama I",1684718,1685287,570,"-","gene",NA,"BP_RS11395",BP2279,"normal",FALSE,NA,"BP_RS11395","HD domain-containing protein"
"2282","Tohama I",1683850,1684701,852,"+","gene",NA,"BP_RS11400",BP2280,"normal",FALSE,NA,"BP_RS11400","sulfurtransferase"
"2283","Tohama I",1682946,1683797,852,"+","gene",NA,"BP_RS11405",BP2281,"normal",TRUE,NA,"BP_RS11405","DMT family transporter"
"2284","Tohama I",1681911,1682792,882,"-","gene","htpX","BP_RS11410",BP2282,"normal",FALSE,NA,"BP_RS11410","protease HtpX"
"2285","Tohama I",1680847,1681836,990,"+","gene",NA,"BP_RS11415",BP2283,"normal",FALSE,NA,"BP_RS11415","quinone oxidoreductase"
"2286","Tohama I",1679834,1680784,951,"+","gene",NA,"BP_RS11420",BP2284,"normal",FALSE,NA,"BP_RS11420","DMT family transporter"
"2287","Tohama I",1678914,1679771,858,"-","gene",NA,"BP_RS11425",BP2285,"normal",FALSE,NA,"BP_RS11425","DMT family transporter"
"2288","Tohama I",1678366,1678854,489,"-","gene",NA,"BP_RS11430",BP2286,"normal",FALSE,NA,"BP_RS11430","MarR family transcriptional regulator"
"2289","Tohama I",1676814,1678242,1429,"-","gene",NA,"BP_RS11435",BP2287,"normal",TRUE,NA,"BP_RS11435","efflux transporter outer membrane subunit"
"2290","Tohama I",1675603,1676793,1191,"-","gene",NA,"BP_RS11440",BP2289,"normal",FALSE,NA,"BP_RS11440","efflux RND transporter periplasmic adaptorsubunit"
"2291","Tohama I",1674020,1675606,1587,"-","gene",NA,"BP_RS11445",BP2290,"normal",FALSE,NA,"BP_RS11445","DHA2 family efflux MFS transporter permeasesubunit"
"2292","Tohama I",1672934,1674001,1068,"+","gene",NA,"BP_RS11450",BP2291,"normal",FALSE,NA,"BP_RS11450","tartrate dehydrogenase"
"2293","Tohama I",1671285,1672829,1545,"+","gene",NA,"BP_RS11455",BP2292,"normal",FALSE,NA,"BP_RS11455","PLP-dependent aminotransferase family protein"
"2294","Tohama I",1669291,1670865,1575,"-","gene",NA,"BP_RS11460",BP2293,"normal",FALSE,NA,"BP_RS11460","ABC transporter substrate-binding protein"
"2295","Tohama I",1668167,1669183,1017,"-","gene",NA,"BP_RS11465",BP2294,"normal",FALSE,NA,"BP_RS11465","ABC transporter permease"
"2296","Tohama I",1667331,1668170,840,"-","gene",NA,"BP_RS11470",BP2295,"normal",FALSE,NA,"BP_RS11470","ABC transporter permease"
"2297","Tohama I",1665689,1667326,1638,"-","gene",NA,"BP_RS11475",BP2296,"normal",FALSE,NA,"BP_RS11475","ABC transporter ATP-binding protein"
"2298","Tohama I",1664742,1665692,951,"+","gene",NA,"BP_RS11480",BP2297,"normal",FALSE,NA,"BP_RS11480","IS481-like element IS481 family transposase"
"2299","Tohama I",1663325,1664599,1275,"-","gene","gabT","BP_RS11485",BP2298,"normal",FALSE,NA,"BP_RS11485","4-aminobutyrate--2-oxoglutarate transaminase"
"2300","Tohama I",1663005,1663295,291,"-","gene",NA,"BP_RS11490",BP2299,"normal",FALSE,NA,"BP_RS11490","cupin domain-containing protein"
"2301","Tohama I",1661919,1662932,1014,"-","gene",NA,"BP_RS11495",BP2300,"normal",FALSE,NA,"BP_RS11495","histone deacetylase family protein"
"2302","Tohama I",1660637,1661899,1263,"-","gene",NA,"BP_RS11500",BP2301,"normal",FALSE,NA,"BP_RS11500","Zn-dependent hydrolase"
"2303","Tohama I",1659711,1660634,924,"-","gene",NA,"BP_RS11505",BP2302,"normal",FALSE,NA,"BP_RS11505","DMT family transporter"
"2304","Tohama I",1658221,1659714,1494,"-","gene",NA,"BP_RS11510",BP2303,"normal",FALSE,NA,"BP_RS11510","aldehyde dehydrogenase"
"2305","Tohama I",1657278,1658210,933,"+","gene",NA,"BP_RS11515",BP2304,"normal",FALSE,NA,"BP_RS11515","glyoxylate/hydroxypyruvate reductase A"
"2306","Tohama I",1655771,1657096,1326,"-","gene",NA,"BP_RS11520",BP2305,"normal",FALSE,NA,"BP_RS11520","aspartate aminotransferase family protein"
"2307","Tohama I",1654381,1655736,1356,"+","gene",NA,"BP_RS11525",BP2306,"normal",FALSE,NA,"BP_RS11525","sodium:alanine symporter family protein"
"2308","Tohama I",1652800,1654320,1521,"+","gene",NA,"BP_RS11530",BP2307,"normal",FALSE,NA,"BP_RS11530","DUF853 domain-containing protein"
"2309","Tohama I",1651914,1652645,732,"-","gene",NA,"BP_RS11535",BP2308,"normal",FALSE,NA,"BP_RS11535","YebC/PmpR family DNA-binding transcriptionalregulator"
"2310","Tohama I",1650506,1651846,1341,"-","gene","purD","BP_RS11540",BP2309,"normal",FALSE,NA,"BP_RS11540","phosphoribosylamine--glycine ligase"
"2311","Tohama I",1649579,1650490,912,"-","gene","hemF","BP_RS11545",BP2310,"normal",FALSE,NA,"BP_RS11545","oxygen-dependent coproporphyrinogen oxidase"
"2312","Tohama I",1648995,1649588,594,"-","gene","nadD","BP_RS11550",BP2311,"normal",FALSE,NA,"BP_RS11550","nicotinate (nicotinamide) nucleotideadenylyltransferase"
"2313","Tohama I",1648547,1648933,387,"-","gene","rsfS","BP_RS11555",BP2312,"normal",FALSE,NA,"BP_RS11555","ribosome silencing factor"
"2314","Tohama I",1648065,1648535,471,"-","gene","rlmH","BP_RS11560",BP2313,"normal",FALSE,NA,"BP_RS11560","23S rRNA(pseudouridine(1915)-N(3))-methyltransferase RlmH"
"2315","Tohama I",1647430,1648053,624,"-","gene","maf","BP_RS11565",BP2314,"normal",FALSE,NA,"BP_RS11565","septum formation inhibitor Maf"
"2316","Tohama I",1644662,1647409,2748,"+","gene","vag8","BP_RS11570",BP2315,"normal",FALSE,NA,"BP_RS11570","autotransporter Vag8"
"2317","Tohama I",1644159,1644271,113,"+","gene","rrf","BP_RS11575",BPr04,"normal",FALSE,NA,"BP_RS11575",NA
"2318","Tohama I",1641102,1643983,2882,"+","gene",NA,"BP_RS11580",BPr05,"normal",FALSE,NA,"BP_RS11580",NA
"2319","Tohama I",1640712,1640787,76,"+","gene",NA,"BP_RS11585",BPt31,"normal",FALSE,NA,"BP_RS11585",NA
"2320","Tohama I",1640615,1640691,77,"+","gene",NA,"BP_RS11590",BPt32,"normal",FALSE,NA,"BP_RS11590",NA
"2321","Tohama I",1638987,1640517,1531,"+","gene",NA,"BP_RS11595",BPr06,"normal",FALSE,NA,"BP_RS11595",NA
"2322","Tohama I",1637233,1638183,951,"-","gene",NA,"BP_RS11600",BP2316,"normal",FALSE,NA,"BP_RS11600","IS481-like element IS481 family transposase"
"2323","Tohama I",1635726,1637189,1464,"-","gene","rng","BP_RS11605",BP2317,"normal",FALSE,NA,"BP_RS11605","ribonuclease G"
"2324","Tohama I",1634790,1635692,903,"+","gene",NA,"BP_RS11610",BP2318,"normal",FALSE,NA,"BP_RS11610","prephenate dehydratase"
"2325","Tohama I",1634248,1634793,546,"+","gene",NA,"BP_RS11615",BP2319,"normal",FALSE,NA,"BP_RS11615","TetR family transcriptional regulator"
"2326","Tohama I",1632665,1634164,1500,"-","gene",NA,"BP_RS11620",BP2320,"normal",FALSE,NA,"BP_RS11620","MFS transporter"
"2327","Tohama I",1630821,1632692,1872,"+","gene","msbA","BP_RS11625",BP2321,"normal",FALSE,NA,"BP_RS11625","lipid A export permease/ATP-binding proteinMsbA"
"2328","Tohama I",1629840,1630805,966,"-","gene",NA,"BP_RS11630",BP2322,"normal",FALSE,NA,"BP_RS11630","heptosyltransferase II"
"2329","Tohama I",1629063,1629827,765,"-","gene",NA,"BP_RS11635",BP2323,"normal",FALSE,NA,"BP_RS11635","YdcF family protein"
"2330","Tohama I",1628786,1629058,273,"-","gene",NA,"BP_RS11640",BP2324,"normal",FALSE,NA,"BP_RS11640","YkgJ family cysteine cluster protein"
"2331","Tohama I",1627540,1628661,1122,"+","gene",NA,"BP_RS11645",BP2325,"normal",FALSE,NA,"BP_RS11645","glycosyltransferase family 4 protein"
"2332","Tohama I",1626807,1627532,726,"+","gene",NA,"BP_RS11650",BP2326,"normal",FALSE,NA,"BP_RS11650","polysaccharide deacetylase family protein"
"2333","Tohama I",1624828,1626444,1617,"-","gene",NA,"BP_RS11655",BP2327,"normal",FALSE,NA,"BP_RS11655","phosphoethanolamine transferase"
"2334","Tohama I",1623737,1624849,1113,"+","gene",NA,"BP_RS11660",BP2328,"normal",FALSE,NA,"BP_RS11660","glycosyltransferase family 4 protein"
"2335","Tohama I",1622988,1623740,753,"+","gene",NA,"BP_RS11665",BP2329,"normal",FALSE,NA,"BP_RS11665","glycosyltransferase family 2 protein"
"2336","Tohama I",1622140,1622991,852,"+","gene",NA,"BP_RS11670",BP2330,"normal",FALSE,NA,"BP_RS11670","polysaccharide deacetylase family protein"
"2337","Tohama I",1621044,1622147,1104,"+","gene",NA,"BP_RS11675",BP2331,"normal",FALSE,NA,"BP_RS11675","glycosyltransferase family 4 protein"
